Date of Birth,Gender,Location,Subscription Plan,Payment Information,Renewal Status,Usage Frequency,Purchase History,Favorite Genres,Devices Used,Engagement Metrics,Feedback/Ratings,Customer Support Interactions,Duration,Age,Age Group,Engagement Metrics Numeric,Usage Frequency Numeric,Purchase History Numeric
1967-11-04,Female,New Jason,Monthly,Visa,Auto-renew,Regular,Electronics,Romance,Smartphone,Medium,4.7,2,365 days,57,56-60,1,0.0,1
1996-07-23,Female,Mccarthyborough,Annual,Amex,Manual,Regular,Books,Action,Tablet,Medium,3.5,1,365 days,28,26-35,1,0.0,0
1979-09-10,Female,West Julie,Monthly,Amex,Manual,Occasional,Electronics,Documentary,Smartphone,Medium,4.5,4,365 days,45,46-55,1,,1
1998-02-24,Female,West Laura,Annual,Amex,Manual,Occasional,Books,Action,Smartphone,Medium,3.1,6,365 days,26,26-35,1,,0
1971-12-31,Female,Port Michael,Monthly,Visa,Auto-renew,Occasional,Electronics,Horror,Tablet,Medium,3.9,0,365 days,53,46-55,1,,1
1950-03-29,Male,Port Arielview,Annual,Mastercard,Auto-renew,Frequent,Electronics,Romance,Tablet,High,4.0,1,365 days,74,61+,2,1.0,1
1943-02-27,Female,Lorraineberg,Monthly,Amex,Manual,Occasional,Clothing,Action,Smartphone,Medium,3.5,6,365 days,81,61+,1,,2
1972-11-14,Female,Dustinstad,Annual,Amex,Manual,Frequent,Clothing,Drama,Tablet,High,3.8,5,365 days,52,46-55,2,1.0,2
1976-12-17,Male,North Jennifer,Annual,Amex,Manual,Occasional,Books,Comedy,Smartphone,Medium,4.1,4,365 days,48,46-55,1,,0
1967-12-15,Male,New Stacyton,Monthly,Amex,Auto-renew,Occasional,Electronics,Drama,Smart TV,Low,4.9,7,365 days,57,56-60,0,,1
2003-05-20,Male,North Elaineside,Annual,Amex,Auto-renew,Frequent,Clothing,Horror,Smartphone,High,4.7,3,365 days,21,18-25,2,1.0,2
1940-10-09,Female,New Michelle,Monthly,Mastercard,Manual,Occasional,Books,Action,Smartphone,Medium,3.2,6,365 days,84,61+,1,,0
1961-12-29,Female,Port John,Annual,Visa,Manual,Regular,Electronics,Drama,Smartphone,High,3.7,4,365 days,63,61+,2,0.0,1
1951-10-16,Male,Cannonshire,Monthly,Amex,Manual,Regular,Books,Documentary,Smartphone,Low,4.8,4,365 days,73,61+,0,0.0,0
1937-03-06,Female,Port Joseph,Monthly,Visa,Auto-renew,Occasional,Books,Horror,Smart TV,Low,3.9,6,365 days,87,61+,0,,0
1934-03-08,Female,New Anneview,Monthly,Amex,Manual,Occasional,Electronics,Sci-Fi,Smartphone,High,4.6,4,365 days,90,61+,2,,1
1969-12-25,Male,Abigailton,Annual,Mastercard,Manual,Frequent,Electronics,Sci-Fi,Tablet,High,3.5,0,365 days,55,56-60,2,1.0,1
1940-07-11,Male,Brianside,Monthly,Mastercard,Manual,Regular,Books,Sci-Fi,Tablet,Medium,4.2,4,365 days,84,61+,1,0.0,0
1960-05-12,Female,Port Rhonda,Annual,Mastercard,Auto-renew,Frequent,Clothing,Action,Smart TV,Low,4.8,1,365 days,64,61+,0,1.0,2
1994-03-08,Male,West Amy,Monthly,Visa,Manual,Frequent,Clothing,Documentary,Tablet,Low,4.0,4,365 days,30,26-35,0,1.0,2
1990-10-08,Male,Joshuashire,Monthly,Visa,Auto-renew,Frequent,Electronics,Comedy,Tablet,Medium,4.6,5,365 days,34,26-35,1,1.0,1
1960-01-02,Female,Lake Monique,Monthly,Amex,Auto-renew,Frequent,Electronics,Drama,Smart TV,Medium,3.2,7,365 days,64,61+,1,1.0,1
1956-05-08,Female,Brockview,Annual,Visa,Auto-renew,Regular,Electronics,Romance,Smartphone,High,3.6,10,365 days,68,61+,2,0.0,1
1991-02-09,Male,Andrewburgh,Monthly,Visa,Auto-renew,Regular,Electronics,Comedy,Tablet,Low,4.7,4,365 days,33,26-35,0,0.0,1
1977-05-18,Male,Port Colleenborough,Monthly,Mastercard,Auto-renew,Regular,Books,Documentary,Smartphone,Medium,3.4,3,365 days,47,46-55,1,0.0,0
1981-03-04,Female,Alexanderberg,Annual,Mastercard,Auto-renew,Occasional,Electronics,Romance,Tablet,Medium,4.7,10,365 days,43,36-45,1,,1
1996-11-13,Female,Murphybury,Annual,Amex,Auto-renew,Frequent,Electronics,Horror,Smartphone,High,4.3,5,365 days,28,26-35,2,1.0,1
1996-10-31,Male,Ashleytown,Annual,Amex,Manual,Frequent,Books,Comedy,Smart TV,Medium,3.0,5,365 days,28,26-35,1,1.0,0
1990-08-13,Female,Chapmanfort,Annual,Visa,Auto-renew,Occasional,Electronics,Documentary,Tablet,Low,4.2,3,365 days,34,26-35,0,,1
1962-11-23,Male,South Lee,Annual,Mastercard,Auto-renew,Frequent,Clothing,Romance,Smart TV,Low,3.2,0,365 days,62,61+,0,1.0,2
1977-07-22,Male,Middletonville,Annual,Mastercard,Auto-renew,Frequent,Clothing,Sci-Fi,Tablet,Low,3.5,7,365 days,47,46-55,0,1.0,2
1938-11-25,Female,South Jesse,Monthly,Mastercard,Manual,Occasional,Books,Action,Smart TV,Medium,4.2,4,365 days,86,61+,1,,0
1950-05-11,Female,Andrewmouth,Monthly,Amex,Manual,Occasional,Electronics,Drama,Smart TV,High,4.3,4,365 days,74,61+,2,,1
1987-03-31,Female,Leeborough,Monthly,Visa,Manual,Frequent,Books,Comedy,Smartphone,Low,3.3,2,365 days,37,36-45,0,1.0,0
1982-02-03,Male,Karenborough,Annual,Visa,Auto-renew,Regular,Books,Documentary,Tablet,Low,4.3,2,365 days,42,36-45,0,0.0,0
1980-05-15,Female,Fordfurt,Monthly,Visa,Auto-renew,Regular,Electronics,Romance,Smartphone,Medium,4.7,9,365 days,44,36-45,1,0.0,1
1946-09-30,Female,Anthonyshire,Monthly,Visa,Manual,Regular,Books,Drama,Smart TV,Low,4.5,4,365 days,78,61+,0,0.0,0
1976-01-31,Male,South Becky,Annual,Mastercard,Auto-renew,Frequent,Clothing,Horror,Smartphone,Low,4.0,5,365 days,48,46-55,0,1.0,2
2000-08-26,Male,East Jennymouth,Annual,Mastercard,Manual,Frequent,Clothing,Drama,Smart TV,Low,4.4,4,365 days,24,18-25,0,1.0,2
1937-10-04,Female,South Alexander,Monthly,Mastercard,Auto-renew,Frequent,Clothing,Horror,Smartphone,High,4.9,2,365 days,87,61+,2,1.0,2
1976-10-21,Female,Ryanchester,Annual,Visa,Auto-renew,Regular,Clothing,Documentary,Smartphone,Low,4.2,2,365 days,48,46-55,0,0.0,2
1948-02-20,Male,South Angela,Monthly,Visa,Manual,Occasional,Clothing,Sci-Fi,Smart TV,Medium,4.8,9,365 days,76,61+,1,,2
2004-12-16,Female,East Douglas,Annual,Amex,Auto-renew,Frequent,Electronics,Sci-Fi,Tablet,Medium,3.5,3,365 days,20,18-25,1,1.0,1
1997-02-17,Male,North Cristianberg,Annual,Amex,Auto-renew,Regular,Clothing,Sci-Fi,Smart TV,High,3.5,2,365 days,27,26-35,2,0.0,2
1960-09-21,Female,West Christinefurt,Annual,Visa,Manual,Regular,Clothing,Sci-Fi,Tablet,Low,4.8,1,365 days,64,61+,0,0.0,2
1942-07-10,Male,Port Karen,Monthly,Mastercard,Manual,Occasional,Clothing,Comedy,Smart TV,Medium,3.9,4,365 days,82,61+,1,,2
1959-12-07,Male,North Sydney,Monthly,Visa,Manual,Occasional,Electronics,Sci-Fi,Smart TV,Low,4.3,8,365 days,65,61+,0,,1
1980-02-27,Female,Timothyside,Monthly,Visa,Manual,Regular,Electronics,Horror,Smart TV,Low,3.2,0,365 days,44,36-45,0,0.0,1
1948-10-13,Female,Howardbury,Monthly,Visa,Auto-renew,Occasional,Electronics,Comedy,Tablet,Low,4.7,0,365 days,76,61+,0,,1
1971-05-11,Female,Larsonmouth,Annual,Amex,Auto-renew,Occasional,Electronics,Documentary,Smartphone,High,4.5,8,365 days,53,46-55,2,,1
1933-06-27,Female,Baileyburgh,Annual,Mastercard,Auto-renew,Occasional,Electronics,Sci-Fi,Tablet,Medium,4.3,8,365 days,91,61+,1,,1
1993-06-19,Male,Port Gregoryport,Annual,Mastercard,Manual,Occasional,Clothing,Action,Tablet,High,3.0,4,365 days,31,26-35,2,,2
1987-03-30,Male,North Juliaside,Annual,Visa,Auto-renew,Frequent,Electronics,Documentary,Smart TV,High,3.9,3,365 days,37,36-45,2,1.0,1
1974-10-17,Female,Pughview,Annual,Mastercard,Manual,Regular,Electronics,Horror,Tablet,Low,4.3,7,365 days,50,46-55,0,0.0,1
1965-08-04,Female,Port Timothy,Annual,Visa,Manual,Occasional,Clothing,Horror,Tablet,Low,3.5,5,365 days,59,56-60,0,,2
1968-02-16,Male,Patelville,Monthly,Visa,Manual,Regular,Electronics,Comedy,Smart TV,Low,3.1,4,365 days,56,56-60,0,0.0,1
1969-12-26,Female,Nancyside,Annual,Amex,Auto-renew,Occasional,Clothing,Action,Smartphone,Medium,4.6,3,365 days,55,56-60,1,,2
1962-12-19,Female,Lake Katherinefort,Annual,Visa,Auto-renew,Occasional,Electronics,Comedy,Smartphone,Medium,4.0,5,365 days,62,61+,1,,1
1989-06-24,Female,New Jennifershire,Annual,Mastercard,Auto-renew,Occasional,Clothing,Drama,Smart TV,Medium,3.2,10,365 days,35,36-45,1,,2
1976-01-24,Male,North Emily,Monthly,Mastercard,Auto-renew,Regular,Books,Action,Smart TV,Low,5.0,7,365 days,48,46-55,0,0.0,0
1949-12-02,Female,Lake Thomasview,Annual,Amex,Manual,Frequent,Electronics,Sci-Fi,Smartphone,Low,3.4,5,365 days,75,61+,0,1.0,1
1948-04-16,Male,South Jonathan,Annual,Mastercard,Auto-renew,Regular,Electronics,Horror,Smart TV,High,5.0,1,365 days,76,61+,2,0.0,1
1971-10-16,Male,New Chelsea,Monthly,Amex,Manual,Regular,Clothing,Horror,Smart TV,Low,3.0,8,365 days,53,46-55,0,0.0,2
1990-07-10,Male,Andersonbury,Annual,Amex,Manual,Occasional,Books,Action,Smart TV,High,3.2,5,365 days,34,26-35,2,,0
1996-07-30,Female,Hoodfort,Monthly,Visa,Manual,Occasional,Clothing,Action,Smart TV,Medium,4.0,4,365 days,28,26-35,1,,2
1956-08-07,Female,North Angela,Monthly,Amex,Auto-renew,Regular,Books,Romance,Tablet,High,4.5,5,365 days,68,61+,2,0.0,0
1938-07-01,Male,Burtonland,Annual,Visa,Auto-renew,Occasional,Electronics,Horror,Smart TV,Medium,4.7,8,365 days,86,61+,1,,1
1984-08-04,Female,New Briana,Annual,Visa,Auto-renew,Occasional,Electronics,Romance,Tablet,Medium,3.3,1,365 days,40,36-45,1,,1
1976-11-21,Male,New Joshuamouth,Annual,Amex,Auto-renew,Frequent,Books,Sci-Fi,Tablet,Medium,3.6,1,365 days,48,46-55,1,1.0,0
2004-07-16,Female,South Melissa,Annual,Visa,Auto-renew,Regular,Clothing,Horror,Smart TV,Medium,3.4,10,365 days,20,18-25,1,0.0,2
1986-03-10,Female,New Amberview,Annual,Amex,Auto-renew,Regular,Electronics,Horror,Smart TV,High,4.8,6,365 days,38,36-45,2,0.0,1
1991-03-01,Male,Lake Davidborough,Annual,Mastercard,Manual,Frequent,Books,Horror,Smart TV,High,4.1,0,365 days,33,26-35,2,1.0,0
1956-04-09,Female,New Allison,Monthly,Amex,Manual,Occasional,Books,Romance,Tablet,Low,4.3,6,365 days,68,61+,0,,0
1945-03-20,Male,New Jennifer,Monthly,Amex,Auto-renew,Frequent,Books,Drama,Smart TV,Low,4.8,1,365 days,79,61+,0,1.0,0
1978-09-17,Male,South Danaborough,Monthly,Amex,Auto-renew,Frequent,Electronics,Romance,Smartphone,High,4.9,10,365 days,46,46-55,2,1.0,1
1943-03-26,Male,Carrport,Monthly,Amex,Auto-renew,Occasional,Clothing,Romance,Smartphone,Low,3.9,5,365 days,81,61+,0,,2
1983-09-21,Female,Berryland,Monthly,Amex,Auto-renew,Frequent,Electronics,Sci-Fi,Tablet,Medium,5.0,10,365 days,41,36-45,1,1.0,1
1984-04-28,Male,Port Kristieborough,Annual,Amex,Manual,Occasional,Clothing,Horror,Smartphone,Low,4.3,6,365 days,40,36-45,0,,2
1973-02-11,Female,Mitchellborough,Monthly,Mastercard,Manual,Regular,Clothing,Comedy,Smart TV,High,3.1,3,365 days,51,46-55,2,0.0,2
1983-12-21,Female,Wilsonstad,Annual,Mastercard,Manual,Frequent,Books,Horror,Smartphone,Low,3.9,9,365 days,41,36-45,0,1.0,0
1941-06-20,Male,Claudiaburgh,Annual,Visa,Auto-renew,Occasional,Clothing,Horror,Tablet,Low,4.2,4,365 days,83,61+,0,,2
1958-01-17,Female,Lake Leslieland,Monthly,Visa,Manual,Regular,Electronics,Horror,Smart TV,High,4.4,9,365 days,66,61+,2,0.0,1
1957-02-22,Male,Natashaburgh,Annual,Amex,Auto-renew,Frequent,Electronics,Romance,Smartphone,Low,3.6,2,365 days,67,61+,0,1.0,1
1980-06-18,Female,Port Gail,Monthly,Mastercard,Auto-renew,Occasional,Clothing,Sci-Fi,Smart TV,Low,3.1,1,365 days,44,36-45,0,,2
1989-01-11,Female,Lake Seth,Annual,Amex,Manual,Occasional,Electronics,Horror,Smartphone,Medium,3.4,8,365 days,35,36-45,1,,1
1944-04-04,Female,Millermouth,Annual,Visa,Auto-renew,Regular,Clothing,Comedy,Tablet,Medium,4.6,6,365 days,80,61+,1,0.0,2
1974-10-05,Female,Silvaville,Monthly,Amex,Manual,Occasional,Books,Sci-Fi,Tablet,Medium,3.5,2,365 days,50,46-55,1,,0
1967-10-02,Female,East Andrew,Annual,Visa,Auto-renew,Frequent,Electronics,Documentary,Smart TV,Medium,3.9,6,365 days,57,56-60,1,1.0,1
1991-08-27,Male,Dominiqueshire,Annual,Visa,Auto-renew,Regular,Books,Comedy,Tablet,Low,4.7,10,365 days,33,26-35,0,0.0,0
1935-10-31,Female,Port Michaelbury,Annual,Visa,Auto-renew,Regular,Clothing,Action,Tablet,High,4.4,3,365 days,89,61+,2,0.0,2
1958-08-18,Male,Ambermouth,Monthly,Amex,Manual,Regular,Electronics,Sci-Fi,Smart TV,Medium,4.6,0,365 days,66,61+,1,0.0,1
1966-12-18,Female,Port Ronaldborough,Annual,Visa,Auto-renew,Occasional,Electronics,Documentary,Smartphone,Low,4.8,9,365 days,58,56-60,0,,1
1949-03-09,Female,South Johaven,Monthly,Mastercard,Manual,Regular,Books,Sci-Fi,Tablet,Medium,4.2,0,365 days,75,61+,1,0.0,0
1940-05-20,Male,Michaelside,Monthly,Visa,Manual,Occasional,Books,Action,Smartphone,Medium,4.3,0,365 days,84,61+,1,,0
1998-10-22,Female,South Joseborough,Annual,Mastercard,Auto-renew,Regular,Electronics,Action,Smartphone,High,3.2,7,365 days,26,26-35,2,0.0,1
1944-05-06,Female,North Darrylville,Annual,Amex,Manual,Occasional,Electronics,Action,Smart TV,High,4.0,8,365 days,80,61+,2,,1
1964-05-11,Male,Stacyborough,Monthly,Mastercard,Manual,Occasional,Books,Romance,Smartphone,Medium,4.5,7,365 days,60,61+,1,,0
1957-02-09,Male,New Vicki,Monthly,Mastercard,Manual,Frequent,Books,Horror,Smart TV,High,3.5,2,365 days,67,61+,2,1.0,0
1978-08-17,Female,South Elaine,Annual,Amex,Manual,Occasional,Clothing,Drama,Smartphone,High,4.4,0,365 days,46,46-55,2,,2
1948-11-01,Female,Port Barbara,Monthly,Mastercard,Auto-renew,Occasional,Clothing,Horror,Smart TV,Medium,3.1,4,365 days,76,61+,1,,2
2005-03-03,Female,West Annaview,Annual,Visa,Manual,Frequent,Clothing,Drama,Smart TV,Low,3.8,2,365 days,19,18-25,0,1.0,2
1941-01-24,Male,Wrightchester,Monthly,Mastercard,Auto-renew,Frequent,Clothing,Action,Tablet,High,3.0,7,365 days,83,61+,2,1.0,2
1946-06-18,Female,Saraland,Annual,Amex,Manual,Regular,Electronics,Horror,Tablet,Low,3.3,2,365 days,78,61+,0,0.0,1
1951-01-29,Male,New Matthewton,Monthly,Mastercard,Manual,Occasional,Clothing,Horror,Smartphone,Medium,3.3,9,365 days,73,61+,1,,2
1971-11-29,Female,Rachelview,Monthly,Amex,Auto-renew,Frequent,Clothing,Sci-Fi,Tablet,High,3.0,0,365 days,53,46-55,2,1.0,2
2005-08-31,Female,Lake Maryfurt,Monthly,Visa,Auto-renew,Regular,Clothing,Horror,Smartphone,High,3.9,7,365 days,19,18-25,2,0.0,2
1992-06-29,Male,Tammymouth,Annual,Amex,Auto-renew,Frequent,Clothing,Romance,Tablet,High,3.8,6,365 days,32,26-35,2,1.0,2
1964-06-02,Male,Amystad,Annual,Amex,Auto-renew,Regular,Books,Drama,Smart TV,Medium,4.0,3,365 days,60,61+,1,0.0,0
1973-06-26,Female,Ballardfurt,Annual,Amex,Manual,Occasional,Electronics,Documentary,Tablet,Medium,4.5,0,365 days,51,46-55,1,,1
1964-04-22,Female,North Amyfurt,Monthly,Amex,Auto-renew,Occasional,Books,Action,Smart TV,Low,3.5,3,365 days,60,61+,0,,0
1965-07-19,Male,Atkinsonview,Monthly,Visa,Manual,Occasional,Electronics,Drama,Smartphone,High,3.8,0,365 days,59,56-60,2,,1
1951-11-24,Female,Brentchester,Annual,Mastercard,Manual,Occasional,Clothing,Documentary,Tablet,Low,4.0,5,365 days,73,61+,0,,2
1946-05-12,Male,New Melanie,Monthly,Mastercard,Auto-renew,Frequent,Clothing,Horror,Smart TV,Low,3.0,1,365 days,78,61+,0,1.0,2
1987-10-22,Male,East Jennifer,Annual,Mastercard,Auto-renew,Occasional,Electronics,Documentary,Tablet,High,3.0,3,365 days,37,36-45,2,,1
2004-07-17,Male,Mariaborough,Monthly,Mastercard,Auto-renew,Occasional,Electronics,Comedy,Smartphone,Low,3.6,1,365 days,20,18-25,0,,1
2003-01-09,Male,Thomashaven,Monthly,Visa,Manual,Frequent,Electronics,Horror,Smart TV,Medium,4.3,4,365 days,21,18-25,1,1.0,1
1958-06-15,Female,South Suestad,Monthly,Visa,Auto-renew,Regular,Books,Romance,Smartphone,Low,4.7,2,365 days,66,61+,0,0.0,0
1938-04-17,Male,West Christopherborough,Annual,Visa,Manual,Frequent,Clothing,Documentary,Smart TV,High,4.7,3,365 days,86,61+,2,1.0,2
1996-07-05,Female,Lake Anita,Annual,Mastercard,Auto-renew,Frequent,Books,Romance,Smartphone,Medium,4.3,5,365 days,28,26-35,1,1.0,0
1988-12-28,Male,Lake Christopherview,Annual,Amex,Manual,Regular,Books,Comedy,Smart TV,Medium,4.6,7,365 days,36,36-45,1,0.0,0
1981-03-09,Female,Gregmouth,Annual,Mastercard,Auto-renew,Frequent,Clothing,Drama,Tablet,High,3.7,1,365 days,43,36-45,2,1.0,2
1940-03-08,Male,Reynoldsburgh,Monthly,Amex,Manual,Frequent,Clothing,Action,Tablet,Low,3.1,9,365 days,84,61+,0,1.0,2
1973-08-12,Female,Jacksonberg,Annual,Amex,Manual,Occasional,Clothing,Drama,Smartphone,Medium,3.8,9,365 days,51,46-55,1,,2
1965-03-27,Female,South Cynthia,Monthly,Amex,Auto-renew,Occasional,Electronics,Romance,Tablet,High,3.8,0,365 days,59,56-60,2,,1
1970-04-07,Female,North Bradley,Monthly,Amex,Auto-renew,Regular,Electronics,Sci-Fi,Tablet,Medium,4.2,6,365 days,54,46-55,1,0.0,1
1997-06-08,Male,Jeremyside,Monthly,Mastercard,Auto-renew,Frequent,Books,Horror,Tablet,Medium,4.3,2,365 days,27,26-35,1,1.0,0
1976-11-20,Female,East Davidchester,Annual,Visa,Auto-renew,Frequent,Clothing,Horror,Tablet,Medium,3.1,1,365 days,48,46-55,1,1.0,2
1968-05-01,Female,Kellyhaven,Annual,Mastercard,Auto-renew,Occasional,Clothing,Drama,Smart TV,Low,3.7,5,365 days,56,56-60,0,,2
1962-09-24,Male,Lunaberg,Monthly,Mastercard,Manual,Frequent,Clothing,Documentary,Smartphone,Low,4.7,1,365 days,62,61+,0,1.0,2
1936-12-09,Male,Sullivanburgh,Annual,Visa,Manual,Regular,Clothing,Action,Smart TV,High,3.3,9,365 days,88,61+,2,0.0,2
1992-10-04,Female,Lake Kenneth,Monthly,Amex,Manual,Occasional,Books,Documentary,Smartphone,Medium,3.7,1,365 days,32,26-35,1,,0
1947-02-17,Female,Johnnymouth,Annual,Amex,Manual,Regular,Clothing,Comedy,Tablet,Low,4.1,4,365 days,77,61+,0,0.0,2
1944-04-07,Male,Prattchester,Annual,Visa,Manual,Regular,Clothing,Comedy,Smart TV,High,4.5,4,365 days,80,61+,2,0.0,2
1978-04-27,Male,Port Williehaven,Monthly,Visa,Manual,Frequent,Electronics,Comedy,Smartphone,Low,3.3,8,365 days,46,46-55,0,1.0,1
1984-04-17,Male,Saundersstad,Annual,Mastercard,Auto-renew,Frequent,Electronics,Comedy,Tablet,High,3.9,4,365 days,40,36-45,2,1.0,1
1970-03-12,Female,Lake Brandonberg,Annual,Visa,Manual,Occasional,Clothing,Romance,Smartphone,Medium,3.1,1,365 days,54,46-55,1,,2
1969-07-04,Male,North Davidhaven,Monthly,Amex,Auto-renew,Regular,Books,Documentary,Tablet,Medium,3.0,8,365 days,55,56-60,1,0.0,0
1963-08-02,Male,Garyview,Monthly,Amex,Manual,Occasional,Clothing,Drama,Smartphone,Medium,4.1,1,365 days,61,61+,1,,2
1966-03-12,Female,New Virginiaview,Monthly,Visa,Auto-renew,Frequent,Electronics,Comedy,Tablet,Low,4.0,8,365 days,58,56-60,0,1.0,1
1949-10-16,Male,Joshuaport,Annual,Visa,Auto-renew,Occasional,Electronics,Romance,Smartphone,Low,4.6,9,365 days,75,61+,0,,1
1980-01-07,Male,Lake Heidiberg,Monthly,Amex,Auto-renew,Occasional,Books,Romance,Tablet,Low,3.1,6,365 days,44,36-45,0,,0
2000-05-21,Male,Parkstad,Annual,Mastercard,Auto-renew,Frequent,Electronics,Horror,Smartphone,Low,3.2,1,365 days,24,18-25,0,1.0,1
1964-03-10,Male,West Jeremy,Annual,Mastercard,Manual,Occasional,Clothing,Comedy,Smart TV,High,4.5,2,365 days,60,61+,2,,2
1979-07-12,Female,Brownbury,Annual,Visa,Manual,Occasional,Clothing,Romance,Tablet,High,4.2,1,365 days,45,46-55,2,,2
1935-08-04,Female,West Jamesfurt,Annual,Mastercard,Manual,Occasional,Clothing,Romance,Tablet,High,3.1,0,365 days,89,61+,2,,2
1963-12-01,Female,Helenhaven,Monthly,Amex,Manual,Occasional,Electronics,Action,Smartphone,Low,4.9,1,365 days,61,61+,0,,1
1994-07-07,Male,Levimouth,Monthly,Visa,Auto-renew,Frequent,Clothing,Sci-Fi,Smartphone,Low,3.5,0,365 days,30,26-35,0,1.0,2
1952-01-02,Male,North Tanyaborough,Annual,Visa,Manual,Frequent,Clothing,Sci-Fi,Smart TV,High,4.7,5,365 days,72,61+,2,1.0,2
1963-11-12,Male,Hawkinsside,Monthly,Mastercard,Manual,Regular,Electronics,Horror,Tablet,Low,3.9,2,365 days,61,61+,0,0.0,1
1949-11-02,Female,West Denise,Annual,Mastercard,Manual,Occasional,Electronics,Sci-Fi,Tablet,Low,3.9,1,365 days,75,61+,0,,1
2005-07-24,Female,Banksmouth,Annual,Amex,Auto-renew,Occasional,Clothing,Drama,Tablet,High,4.6,8,365 days,19,18-25,2,,2
1949-10-13,Female,West Anthony,Annual,Amex,Auto-renew,Regular,Electronics,Horror,Smartphone,High,3.8,10,365 days,75,61+,2,0.0,1
2000-03-07,Male,Blackburnberg,Annual,Amex,Auto-renew,Frequent,Books,Sci-Fi,Smart TV,High,3.9,4,365 days,24,18-25,2,1.0,0
1981-10-21,Male,Mcmillanburgh,Monthly,Mastercard,Manual,Frequent,Clothing,Comedy,Smartphone,Medium,4.7,6,365 days,43,36-45,1,1.0,2
1974-01-15,Female,Bellchester,Monthly,Visa,Auto-renew,Frequent,Electronics,Comedy,Tablet,Medium,4.3,3,365 days,50,46-55,1,1.0,1
1960-11-12,Male,South Laurahaven,Monthly,Mastercard,Manual,Frequent,Clothing,Romance,Smartphone,Medium,3.3,1,365 days,64,61+,1,1.0,2
1966-02-12,Female,Oliviastad,Annual,Amex,Auto-renew,Frequent,Electronics,Drama,Smart TV,High,3.2,9,365 days,58,56-60,2,1.0,1
2002-03-14,Female,Stoneview,Annual,Visa,Manual,Regular,Books,Horror,Tablet,Low,4.8,1,365 days,22,18-25,0,0.0,0
1942-05-22,Male,South Paigefurt,Monthly,Amex,Auto-renew,Regular,Electronics,Drama,Smart TV,Low,4.9,4,365 days,82,61+,0,0.0,1
1957-02-08,Male,Port Taylorshire,Annual,Amex,Manual,Occasional,Electronics,Romance,Smart TV,Medium,4.2,1,365 days,67,61+,1,,1
1987-11-07,Female,North Johnchester,Monthly,Visa,Manual,Occasional,Electronics,Sci-Fi,Smart TV,Low,3.7,3,365 days,37,36-45,0,,1
1977-06-12,Male,Wigginsmouth,Annual,Visa,Manual,Frequent,Books,Documentary,Smart TV,Medium,3.9,7,365 days,47,46-55,1,1.0,0
1951-04-02,Female,Robertborough,Annual,Amex,Auto-renew,Frequent,Clothing,Drama,Smartphone,Low,3.5,3,365 days,73,61+,0,1.0,2
1935-11-05,Male,Christopherstad,Monthly,Visa,Auto-renew,Frequent,Books,Action,Smartphone,High,4.9,1,365 days,89,61+,2,1.0,0
1941-10-31,Female,Michellemouth,Annual,Amex,Auto-renew,Occasional,Books,Documentary,Smart TV,Low,3.0,8,365 days,83,61+,0,,0
1992-10-12,Male,New Joshuatown,Annual,Amex,Auto-renew,Regular,Electronics,Drama,Smart TV,Low,4.6,7,365 days,32,26-35,0,0.0,1
1999-07-30,Male,Ianburgh,Annual,Amex,Auto-renew,Frequent,Books,Romance,Smartphone,Low,4.4,5,365 days,25,26-35,0,1.0,0
1963-08-28,Female,East Tracy,Monthly,Visa,Auto-renew,Frequent,Electronics,Action,Smart TV,High,3.5,2,365 days,61,61+,2,1.0,1
1980-08-22,Male,Lake Marc,Monthly,Mastercard,Auto-renew,Frequent,Books,Comedy,Smartphone,Medium,3.0,0,365 days,44,36-45,1,1.0,0
1938-09-05,Female,Oliviaborough,Monthly,Mastercard,Auto-renew,Frequent,Books,Romance,Smartphone,Medium,3.1,1,365 days,86,61+,1,1.0,0
1945-06-30,Male,North Stephanie,Monthly,Amex,Manual,Occasional,Electronics,Action,Smartphone,Low,3.8,3,365 days,79,61+,0,,1
2002-08-01,Female,Mariaburgh,Monthly,Mastercard,Auto-renew,Regular,Electronics,Romance,Smartphone,High,3.5,9,365 days,22,18-25,2,0.0,1
1960-05-19,Female,West Jacquelineview,Annual,Mastercard,Auto-renew,Frequent,Clothing,Documentary,Tablet,Medium,4.3,0,365 days,64,61+,1,1.0,2
1957-11-21,Female,North Stephen,Annual,Amex,Auto-renew,Occasional,Electronics,Horror,Smart TV,High,3.5,6,365 days,67,61+,2,,1
1940-03-07,Male,South Margaret,Monthly,Mastercard,Auto-renew,Regular,Books,Sci-Fi,Tablet,Low,4.6,10,365 days,84,61+,0,0.0,0
1992-04-10,Male,Duranburgh,Monthly,Visa,Auto-renew,Frequent,Books,Romance,Smart TV,High,4.4,6,365 days,32,26-35,2,1.0,0
1949-12-18,Female,Dustinborough,Annual,Visa,Auto-renew,Frequent,Books,Horror,Smart TV,High,3.1,0,365 days,75,61+,2,1.0,0
1951-12-01,Male,Huertaport,Annual,Amex,Manual,Occasional,Clothing,Sci-Fi,Smart TV,Medium,3.1,7,365 days,73,61+,1,,2
1954-11-16,Male,Lake Shane,Annual,Visa,Manual,Regular,Books,Action,Tablet,Low,4.7,4,365 days,70,61+,0,0.0,0
2000-03-24,Female,North Samantha,Annual,Mastercard,Manual,Occasional,Books,Horror,Tablet,Low,3.4,0,365 days,24,18-25,0,,0
